PassengerId,Pclass,Name,Age,SibSp,Parch,Ticket,Fare,Cabin,Sex_male,Embarked_Q,Embarked_S,Survived
-1.7394606142821933,0.7043859876977799,-1.344092853801085,-0.704087290466541,1.4473892553729335,-0.3638187637684776,0.974942933094613,-0.714097994072596,-0.2578812905758069,True,False,True,0
-1.73172677243999,0.7043859876977799,-0.3879597622703318,-0.28523630830204794,-0.5478166504399549,-0.3638187637684776,1.6642847136091932,-0.6638280987259005,-0.2578812905758069,False,False,True,1
-1.7278598515188885,-2.0572859867320434,-0.6883157072538145,0.6571784015680612,1.4473892553729335,-0.3638187637684776,-1.4861781345276899,2.7005311935510847,0.410127785118957,False,False,True,1
-1.7239929305977868,0.7043859876977799,-1.6594665960337418,0.6571784015680612,-0.5478166504399549,-0.3638187637684776,0.7071820762005198,-0.6545188588468829,-0.2578812905758069,True,False,True,0
-1.7201260096766853,0.7043859876977799,0.4530368836834197,-0.0758108172198015,-0.5478166504399549,-0.3638187637684776,-0.34677023285069786,-0.6241111577060596,-0.2578812905758069,True,True,False,0
-1.7162590887555835,-2.0572859867320434,0.297852978775287,2.6467205668494027,-0.5478166504399549,-0.3638187637684776,-1.355146225834836,2.6083697187488095,3.5593134276799865,True,False,True,0
-1.7085252469133803,0.7043859876977799,-0.14767500628354566,-0.18052356276092474,-0.5478166504399549,2.272438665841852,0.023537335194324556,-0.4248934242950815,-0.2578812905758069,False,False,True,1
-1.7046583259922787,-0.6764499995171317,0.5581614644276387,-1.5417892547955268,1.4473892553729335,-0.3638187637684776,-1.1272646454994375,0.985456417376095,-0.2578812905758069,False,False,False,1
-1.700791405071177,0.7043859876977799,1.103808097814299,-2.588916710206759,1.4473892553729335,0.9543099510366873,1.37373569868156,-0.010319459218860374,4.704471843156725,False,False,True,1
-1.6930575632289737,0.7043859876977799,1.1138199626470817,-0.9135127815487873,-0.5478166504399549,-0.3638187637684776,1.0433074071952324,-0.6545188588468829,-0.2578812905758069,True,False,True,0
-1.6891906423078722,0.7043859876977799,-1.6394428663681764,1.076029383732554,1.4473892553729335,6.226824810257347,-0.03913009939791001,1.0751379106745995,-0.2578812905758069,True,False,True,0
-1.6853237213867707,0.7043859876977799,1.5343182856239574,-1.5417892547955268,-0.5478166504399549,-0.3638187637684776,0.41663306127288685,-0.6691008521933762,-0.2578812905758069,False,False,True,0
-1.6737229586234657,-0.6764499995171317,1.6244250691190023,-0.0758108172198015,-0.5478166504399549,-0.3638187637684776,-1.0247179343485082,-0.28587295963778325,-0.2578812905758069,True,False,True,1
-1.6698560377023641,0.7043859876977799,1.529312353207566,0.23832741940356822,1.4473892553729335,-0.3638187637684776,-0.21573832415784377,0.08649663552292342,-0.2578812905758069,False,False,True,0
-1.6659891167812624,0.7043859876977799,0.28283518152611287,-0.0758108172198015,-0.5478166504399549,-0.3638187637684776,-0.8481097095885743,-0.7159598420483996,-0.2578812905758069,False,False,False,1
-1.6621221958601609,-0.6764499995171317,-0.6833097748374232,0.6571784015680612,-0.5478166504399549,-0.3638187637684776,-1.0873853689407427,0.6822879877800542,-0.2578812905758069,True,False,True,0
-1.658255274939059,-0.6764499995171317,-1.4592292993780869,0.5524656560269379,-0.5478166504399549,-0.3638187637684776,-1.0190208948401231,-0.28587295963778325,2.3187251442468537,True,False,True,1
